medidor,mes_dt,criterio,valor,kwh,kwh_prev
415.3,2025-04-01,cambio_abrupto,-0.5057471264367817,86.0,174.0
415.8,2025-04-01,cambio_abrupto,-0.7605263157894737,91.0,380.0
42.1,2025-04-01,cambio_abrupto,-0.6137566137566137,73.0,189.0
42.4,2025-04-01,cambio_abrupto,-0.5964912280701754,161.0,399.0
42.5,2025-04-01,cambio_abrupto,-0.5043478260869565,114.0,230.0
42.6.1,2025-04-01,cambio_abrupto,-0.5089820359281437,82.0,167.0
44.2905.5.15,2025-04-01,cambio_abrupto,-0.6915887850467289,33.0,107.0
44.2905.5.15,2025-04-01,robust_z,-4.102382153528881,33.0,107.0
44.3,2025-04-01,robust_z,-4.721435316336167,72.0,88.0
44.7.1,2025-04-01,robust_z,-4.2942578353343235,274.0,242.0
45.1.2,2025-04-01,cambio_abrupto,-0.7459677419354839,126.0,496.0
45.2.1,2025-04-01,robust_z,-4.175418987236066,178.0,205.0
45.3175.1,2025-04-01,robust_z,7.7566437339808445,88.0,134.0
45.3179.2,2025-04-01,robust_z,-4.060996447682,99.0,116.0
45.4,2025-04-01,cambio_abrupto,-1.0,0.0,1.0
45.4.2,2025-04-01,cambio_abrupto,-0.5635593220338984,103.0,236.0
45.5.1,2025-04-01,cambio_abrupto,-0.7119341563786008,70.0,243.0
45.7,2025-04-01,robust_z,7.250775664373398,266.0,0.0
46.2900.1.15,2025-04-01,cambio_abrupto,-0.5753424657534246,31.0,73.0
46.3,2025-04-01,cambio_abrupto,-0.5124378109452736,98.0,201.0
46.3.2823.9,2025-04-01,cambio_abrupto,-0.7215793056501021,409.0,1469.0
46.5,2025-04-01,cambio_abrupto,-1.0,0.0,2.0
46.5.1,2025-04-01,cambio_abrupto,-0.6317016317016317,158.0,429.0
47.1,2025-04-01,cambio_abrupto,-1.0,0.0,2.0
47.15,2025-04-01,cambio_abrupto,-1.0,0.0,1.0
47.2,2025-04-01,cambio_abrupto,-0.6818181818181818,98.0,308.0
47.5,2025-04-01,robust_z,4.046944556859571,350.0,406.0
48.4.1,2025-04-01,cambio_abrupto,-0.5824175824175825,38.0,91.0
48.7.2838,2025-04-01,cambio_abrupto,-0.5202312138728323,166.0,346.0
49.2883.5,2025-04-01,robust_z,5.508341202392194,35.0,32.0
49.8,2025-04-01,cambio_abrupto,-0.5115511551155115,148.0,303.0
5.3294.50,2025-04-01,cambio_abrupto,-0.5701357466063348,95.0,221.0
5.3294.60,2025-04-01,cambio_abrupto,-0.6125,62.0,160.0
5.3295.5.50,2025-04-01,robust_z,4.423865863625903,311.0,375.0
50.1.6679,2025-04-01,cambio_abrupto,-0.5140625,311.0,640.0
50.2,2025-04-01,cambio_abrupto,-0.6,104.0,260.0
50.2.1,2025-04-01,cambio_abrupto,-0.7404580152671756,34.0,131.0
50.4,2025-04-01,cambio_abrupto,-0.6168929110105581,254.0,663.0
50.9,2025-04-01,cambio_abrupto,-0.5369458128078818,94.0,203.0
505.6..3291,2025-04-01,cambio_abrupto,-0.9636963696369637,11.0,303.0
505.6.1,2025-04-01,cambio_abrupto,-0.5862068965517241,156.0,377.0
509.10..9229,2025-04-01,cambio_abrupto,-0.5369458128078818,188.0,406.0
51.2,2025-04-01,cambio_abrupto,-0.5459183673469388,89.0,196.0
51.3.1,2025-04-01,cambio_abrupto,-0.632,92.0,250.0
51.4.1,2025-04-01,cambio_abrupto,-0.5080213903743316,92.0,187.0
52.2968,2025-04-01,cambio_abrupto,-0.5174825174825175,69.0,143.0
52.3.1,2025-04-01,cambio_abrupto,-0.5378787878787878,122.0,264.0
52.5,2025-04-01,cambio_abrupto,-0.541871921182266,93.0,203.0
52.5..9318,2025-04-01,cambio_abrupto,-0.5932835820895522,109.0,268.0
52.7,2025-04-01,cambio_abrupto,-0.5553359683794467,225.0,506.0
52.8,2025-04-01,cambio_abrupto,-0.6620689655172414,98.0,290.0
52.8.2.2882,2025-04-01,cambio_abrupto,-0.5258620689655172,55.0,116.0
53.1,2025-04-01,cambio_abrupto,-0.5536480686695279,104.0,233.0
53.16.1.2875,2025-04-01,cambio_abrupto,-0.5497630331753555,95.0,211.0
53.2878.2,2025-04-01,cambio_abrupto,-0.834625322997416,64.0,387.0
53.2878.3,2025-04-01,cambio_abrupto,-0.8287937743190662,44.0,257.0
53.2878.4,2025-04-01,cambio_abrupto,-0.7587412587412588,69.0,286.0
53.3059.8.1,2025-04-01,cambio_abrupto,-0.5345454545454545,128.0,275.0
53.7,2025-04-01,cambio_abrupto,-0.5157894736842106,138.0,285.0
54.2745.9.310,2025-04-01,robust_z,4.9623248732920935,117.0,184.0
56.2746.4.22,2025-04-01,cambio_abrupto,-0.5993031358885017,115.0,287.0
59.3,2025-04-01,cambio_abrupto,-0.7079207920792079,118.0,404.0
59.3313.4.7,2025-04-01,cambio_abrupto,-0.9010989010989011,9.0,91.0
6.1.6,2025-04-01,cambio_abrupto,-0.605072463768116,218.0,552.0
6.3296.5.11,2025-04-01,cambio_abrupto,-0.875,12.0,96.0
6.3296.5.11,2025-04-01,robust_z,-6.182831961868789,12.0,96.0
60.17.2561.7,2025-04-01,cambio_abrupto,-0.5,71.0,142.0
60.19,2025-04-01,cambio_abrupto,-0.6067146282973621,164.0,417.0
60.6,2025-04-01,cambio_abrupto,-0.5611940298507463,147.0,335.0
60.6.1,2025-04-01,cambio_abrupto,2.236842105263158,123.0,38.0
604...4011,2025-04-01,cambio_abrupto,-0.5683269476372924,338.0,783.0
604...4034,2025-04-01,cambio_abrupto,-0.6285714285714286,78.0,210.0
604...4036,2025-04-01,cambio_abrupto,-0.6393939393939394,119.0,330.0
605...4023,2025-04-01,cambio_abrupto,-0.5170068027210885,71.0,147.0
605...4024,2025-04-01,robust_z,16.599967024896205,265.0,366.0
605...4032,2025-04-01,cambio_abrupto,-0.5518518518518518,121.0,270.0
606...4053,2025-04-01,cambio_abrupto,-0.5900900900900901,91.0,222.0
606...4080,2025-04-01,cambio_abrupto,-0.6631578947368421,64.0,190.0
606...4084,2025-04-01,cambio_abrupto,-0.5380116959064327,79.0,171.0
606...4085,2025-04-01,cambio_abrupto,-0.5067264573991032,110.0,223.0
607...4064,2025-04-01,cambio_abrupto,-0.593607305936073,178.0,438.0
607...4071,2025-04-01,cambio_abrupto,-0.5868544600938967,88.0,213.0
607...4072,2025-04-01,cambio_abrupto,-0.5652173913043478,220.0,506.0
607...4076,2025-04-01,cambio_abrupto,-0.6847826086956522,58.0,184.0
608...4091,2025-04-01,cambio_abrupto,-0.5092592592592593,106.0,216.0
608...4093,2025-04-01,cambio_abrupto,-0.6134969325153374,126.0,326.0
608...4114,2025-04-01,cambio_abrupto,-0.5771428571428572,148.0,350.0
608...4118,2025-04-01,cambio_abrupto,-0.5924170616113744,86.0,211.0
608.4117.5,2025-04-01,cambio_abrupto,-0.5,83.0,166.0
609...4099,2025-04-01,cambio_abrupto,18.5,39.0,2.0
609...4099,2025-04-01,robust_z,25.630648860110618,39.0,2.0
609...4104,2025-04-01,cambio_abrupto,-0.5323741007194245,130.0,278.0
609...4107,2025-04-01,cambio_abrupto,-0.6699507389162561,67.0,203.0
609..4102,2025-04-01,cambio_abrupto,-0.7468354430379747,40.0,158.0
61.2763.8,2025-04-01,cambio_abrupto,-0.6044444444444445,89.0,225.0
61.3,2025-04-01,cambio_abrupto,-1.0,0.0,38.0
61.9,2025-04-01,cambio_abrupto,-0.5378486055776892,116.0,251.0
610...4130,2025-04-01,cambio_abrupto,-0.7300613496932515,88.0,326.0
611...4135,2025-04-01,cambio_abrupto,-0.5189393939393939,127.0,264.0
611...4143,2025-04-01,cambio_abrupto,-0.5876288659793815,160.0,388.0
611...4148,2025-04-01,cambio_abrupto,-0.5675675675675675,32.0,74.0
62.3.1.9024,2025-04-01,cambio_abrupto,-0.6502242152466368,78.0,223.0
62.4.1,2025-04-01,cambio_abrupto,2.3260869565217392,153.0,46.0
62.4.1,2025-04-01,robust_z,12.815324430055309,153.0,46.0
62.7..2567,2025-04-01,cambio_abrupto,-0.5681159420289855,149.0,345.0
63.3,2025-04-01,cambio_abrupto,10.0,11.0,1.0
63.3351.7,2025-04-01,robust_z,10.567021898466658,27.0,27.0
64.2739.6.10,2025-04-01,cambio_abrupto,-0.5514705882352942,61.0,136.0
64.2739.7,2025-04-01,cambio_abrupto,-0.6049382716049383,64.0,162.0
64.3.2,2025-04-01,cambio_abrupto,-0.625,108.0,288.0
65.10..2736,2025-04-01,cambio_abrupto,-0.5761124121779859,181.0,427.0
65.10.1,2025-04-01,robust_z,9.78011601241063,49.0,69.0
65.2.2779.8,2025-04-01,cambio_abrupto,-0.6141732283464567,147.0,381.0
65.2737.9.10,2025-04-01,cambio_abrupto,-0.6637931034482759,117.0,348.0
65.2782.8,2025-04-01,cambio_abrupto,7.333333333333333,75.0,9.0
65.4.1.2781,2025-04-01,cambio_abrupto,-0.6443514644351465,85.0,239.0
65.6,2025-04-01,cambio_abrupto,-0.5726872246696035,97.0,227.0
65.9,2025-04-01,cambio_abrupto,-0.9672131147540983,6.0,183.0
66.2737.1,2025-04-01,cambio_abrupto,-0.518324607329843,92.0,191.0
66.2737.2,2025-04-01,cambio_abrupto,-0.5428571428571428,48.0,105.0
66.6.2,2025-04-01,cambio_abrupto,-0.5374149659863946,136.0,294.0
67.1..2794,2025-04-01,cambio_abrupto,-0.7546468401486989,66.0,269.0
67.2.2,2025-04-01,cambio_abrupto,-0.5553191489361702,209.0,470.0
68.2733..10,2025-04-01,cambio_abrupto,-0.5365853658536586,76.0,164.0
68.2733.1.10,2025-04-01,cambio_abrupto,-0.6964856230031949,95.0,313.0
68.2733.1.50,2025-04-01,cambio_abrupto,-0.7848101265822784,102.0,474.0
68.2733.7.95,2025-04-01,cambio_abrupto,-0.5359116022099447,84.0,181.0
68.8,2025-04-01,cambio_abrupto,-0.5330739299610895,120.0,257.0
69.2803.7,2025-04-01,cambio_abrupto,-0.5608856088560885,119.0,271.0
69.2803.9,2025-04-01,cambio_abrupto,-0.5894736842105263,78.0,190.0
7.3,2025-04-01,cambio_abrupto,3.6842105263157894,89.0,19.0
7.3..9196,2025-04-01,cambio_abrupto,-0.5299806576402321,243.0,517.0
7.3293.3,2025-04-01,robust_z,4.482375300319145,576.0,523.0
7.3295.8.23,2025-04-01,cambio_abrupto,-0.5581395348837209,95.0,215.0
70.1,2025-04-01,cambio_abrupto,5.0,6.0,1.0
70.2731.1,2025-04-01,cambio_abrupto,-0.631768953068592,102.0,277.0
70.7,2025-04-01,cambio_abrupto,-0.5285714285714286,33.0,70.0
700.2745.3.4,2025-04-01,cambio_abrupto,-0.5476190476190477,76.0,168.0
700.2745.3.7,2025-04-01,cambio_abrupto,-0.5775280898876405,188.0,445.0
700.2746.2,2025-04-01,cambio_abrupto,-0.8,1.0,5.0
700.2746.3.97,2025-04-01,cambio_abrupto,-0.5833333333333334,80.0,192.0
700.2746.4.20,2025-04-01,cambio_abrupto,-0.5485436893203883,93.0,206.0
700.2746.5,2025-04-01,cambio_abrupto,-0.5918367346938775,180.0,441.0
700.2746.7.50,2025-04-01,cambio_abrupto,-0.5465116279069767,39.0,86.0
700.2747,2025-04-01,cambio_abrupto,-0.5416666666666666,66.0,144.0
700.2747.5,2025-04-01,cambio_abrupto,-0.5557986870897156,203.0,457.0
700.4,2025-04-01,cambio_abrupto,-0.524390243902439,78.0,164.0
700.4344,2025-04-01,cambio_abrupto,-0.6054421768707483,58.0,147.0
71.2729.6.50,2025-04-01,cambio_abrupto,-0.5365497076023392,317.0,684.0
71.3183,2025-04-01,cambio_abrupto,-0.5055350553505535,134.0,271.0
72.10.1.9090,2025-04-01,cambio_abrupto,-0.6875,10.0,32.0
72.11,2025-04-01,cambio_abrupto,-0.5,16.0,32.0
72.3204.10,2025-04-01,cambio_abrupto,-0.6,38.0,95.0
72.3204.16,2025-04-01,cambio_abrupto,-1.0,0.0,228.0
72.5.2,2025-04-01,cambio_abrupto,-0.5815602836879432,59.0,141.0
72.6.6,2025-04-01,cambio_abrupto,-0.5665137614678899,189.0,436.0
73.8.3157.5,2025-04-01,cambio_abrupto,-0.6071428571428571,11.0,28.0
74.11.1,2025-04-01,cambio_abrupto,-0.6798245614035088,146.0,456.0
74.7.1,2025-04-01,cambio_abrupto,-0.6416382252559727,105.0,293.0
74.9,2025-04-01,robust_z,169.97167138810198,253.0,259.0
75.3,2025-04-01,cambio_abrupto,4.473684210526316,104.0,19.0
75.5..3164,2025-04-01,robust_z,4.559557534061784,170.0,72.0
76.2676.2,2025-04-01,cambio_abrupto,-0.6103896103896104,90.0,231.0
76.2677,2025-04-01,cambio_abrupto,-1.0,0.0,1.0
76.6942.5,2025-04-01,cambio_abrupto,-1.0,0.0,4.0
76.6942.6,2025-04-01,cambio_abrupto,-1.0,0.0,2.0
77.1.1,2025-04-01,cambio_abrupto,-0.5288683602771362,204.0,433.0
77.2.2,2025-04-01,cambio_abrupto,-0.5675675675675675,80.0,185.0
77.2848.5,2025-04-01,cambio_abrupto,2.0,3.0,1.0
77.2850.1,2025-04-01,robust_z,71.4960205045191,107.0,139.0
77.3101.9,2025-04-01,robust_z,370.29542695265076,275.0,294.0
77.4..9237,2025-04-01,cambio_abrupto,-0.6170886075949367,121.0,316.0
78..2718.4,2025-04-01,cambio_abrupto,-0.7430939226519337,93.0,362.0
78.11,2025-04-01,cambio_abrupto,-0.8888888888888888,2.0,18.0
78.2849.2,2025-04-01,cambio_abrupto,-0.56,121.0,275.0
78.2850.8,2025-04-01,cambio_abrupto,-0.7849462365591398,20.0,93.0
78.5,2025-04-01,cambio_abrupto,-0.5166666666666667,116.0,240.0
78.7..9434,2025-04-01,cambio_abrupto,-0.572972972972973,158.0,370.0
78.7.3.9437,2025-04-01,robust_z,5.341966815054634,572.0,387.0
79.2716.2,2025-04-01,cambio_abrupto,-0.600418410041841,191.0,478.0
79.2717.2,2025-04-01,cambio_abrupto,-0.5338345864661654,186.0,399.0
79.2717.3,2025-04-01,cambio_abrupto,-1.0,0.0,3.0
79.2863.3,2025-04-01,cambio_abrupto,-0.6545454545454545,57.0,165.0
79.2863.4,2025-04-01,cambio_abrupto,-0.8217054263565892,23.0,129.0
79.5,2025-04-01,cambio_abrupto,-0.635593220338983,43.0,118.0
79.7.2863.2,2025-04-01,cambio_abrupto,-0.668141592920354,150.0,452.0
8.1,2025-04-01,cambio_abrupto,-0.5382775119617225,193.0,418.0
8.2752.1,2025-04-01,cambio_abrupto,-0.5413533834586466,122.0,266.0
8.2925.5,2025-04-01,cambio_abrupto,-0.582010582010582,79.0,189.0
8.2926.3,2025-04-01,cambio_abrupto,-0.5454545454545454,155.0,341.0
8.3292,2025-04-01,cambio_abrupto,-0.6814814814814815,43.0,135.0
8.3302.1,2025-04-01,cambio_abrupto,-0.7045454545454546,13.0,44.0
8.3302.6,2025-04-01,cambio_abrupto,-0.7097505668934241,128.0,441.0
8.3302.9,2025-04-01,cambio_abrupto,-0.6880466472303207,214.0,686.0
80...9013,2025-04-01,cambio_abrupto,-0.667574931880109,122.0,367.0
80...9017,2025-04-01,cambio_abrupto,-0.6411483253588517,75.0,209.0
80...9030,2025-04-01,cambio_abrupto,2.8620689655172415,224.0,58.0
80...9164,2025-04-01,cambio_abrupto,-0.5467289719626168,97.0,214.0
80...9294,2025-04-01,cambio_abrupto,-0.5012787723785166,195.0,391.0
80.1,2025-04-01,cambio_abrupto,-0.7740384615384616,47.0,208.0
80.1.14,2025-04-01,cambio_abrupto,13.714285714285714,103.0,7.0
80.1.14,2025-04-01,robust_z,22.483025315886504,103.0,7.0
80.1.15,2025-04-01,cambio_abrupto,-0.5042735042735043,58.0,117.0
80.2.38,2025-04-01,cambio_abrupto,-0.573170731707317,35.0,82.0
80.2.38,2025-04-01,robust_z,-4.089100229326858,35.0,82.0
80.2.50,2025-04-01,cambio_abrupto,-0.5347826086956522,107.0,230.0
80.2.67,2025-04-01,cambio_abrupto,-0.5450980392156862,116.0,255.0
80.3.11,2025-04-01,cambio_abrupto,-0.5353535353535354,46.0,99.0
80.3.32,2025-04-01,cambio_abrupto,-0.5967213114754099,123.0,305.0
80.3081.1,2025-04-01,cambio_abrupto,-0.5885714285714285,72.0,175.0
80.3081.10,2025-04-01,cambio_abrupto,-0.7878787878787878,28.0,132.0
80.3081.11,2025-04-01,cambio_abrupto,-0.8205128205128205,7.0,39.0
80.3081.12,2025-04-01,cambio_abrupto,-0.5833333333333334,75.0,180.0
80.3081.2,2025-04-01,cambio_abrupto,-0.5,291.0,582.0
80.3081.5,2025-04-01,cambio_abrupto,-0.5683060109289617,79.0,183.0
80.3081.6,2025-04-01,cambio_abrupto,-0.7064676616915423,59.0,201.0
80.3081.7,2025-04-01,cambio_abrupto,-0.680365296803653,70.0,219.0
80.3081.8,2025-04-01,cambio_abrupto,-0.6129032258064516,60.0,155.0
80.3081.9,2025-04-01,cambio_abrupto,-0.5833333333333334,95.0,228.0
801.2464.7,2025-04-01,cambio_abrupto,-0.6113207547169811,412.0,1060.0
801.2464.7,2025-04-01,robust_z,9.58555137025392,412.0,1060.0
801.9,2025-04-01,robust_z,6.525305952145666,236.0,420.0
81.11,2025-04-01,cambio_abrupto,-0.5973154362416108,60.0,149.0
81.2874.1,2025-04-01,cambio_abrupto,-0.5822784810126582,99.0,237.0
81.2881.3,2025-04-01,cambio_abrupto,-1.0,0.0,196.0
81.2881.3,2025-04-01,robust_z,-4.540322056847081,0.0,196.0
81.3074.4,2025-04-01,cambio_abrupto,-0.7142857142857143,2.0,7.0
81.4,2025-04-01,cambio_abrupto,-0.8518518518518519,4.0,27.0
813.1.1,2025-04-01,cambio_abrupto,-0.5364806866952789,108.0,233.0
813.10,2025-04-01,cambio_abrupto,-0.5604838709677419,109.0,248.0
813.17..2307,2025-04-01,robust_z,8.093889113719143,13.0,7.0
87.11.3315.7,2025-04-01,cambio_abrupto,-0.5470737913486005,178.0,393.0
87.12.1,2025-04-01,cambio_abrupto,-0.8778625954198473,16.0,131.0
87.3321.4.4,2025-04-01,cambio_abrupto,4.0,5.0,1.0
87.8,2025-04-01,cambio_abrupto,-0.6598984771573604,67.0,197.0
88.3316.3.10,2025-04-01,cambio_abrupto,-0.5569422776911076,284.0,641.0
88.3324.2,2025-04-01,cambio_abrupto,-0.6588785046728972,73.0,214.0
88.3324.3,2025-04-01,cambio_abrupto,-0.5298245614035088,134.0,285.0
88.3331.1,2025-04-01,cambio_abrupto,-0.5722222222222222,77.0,180.0
88.7,2025-04-01,cambio_abrupto,-0.565947242206235,181.0,417.0
89.1.4,2025-04-01,cambio_abrupto,-0.6168831168831169,59.0,154.0
89.2543,2025-04-01,cambio_abrupto,-0.5211267605633803,136.0,284.0
89.2580.1,2025-04-01,cambio_abrupto,-0.571992110453649,217.0,507.0
89.2580.2,2025-04-01,cambio_abrupto,-0.5825825825825826,139.0,333.0
89.4,2025-04-01,cambio_abrupto,-0.5477178423236515,109.0,241.0
89.4..2574,2025-04-01,robust_z,9.442870632672333,72.0,42.0
89.5.8,2025-04-01,cambio_abrupto,18.8,99.0,5.0
9.3298.7.4,2025-04-01,robust_z,8.43113449345744,190.0,72.0
90.6.3355.10,2025-04-01,cambio_abrupto,-0.6346153846153846,19.0,52.0
90.8.2530.3,2025-04-01,cambio_abrupto,-0.5067567567567568,73.0,148.0
91.2580.5,2025-04-01,cambio_abrupto,-0.6756756756756757,72.0,222.0
91.3,2025-04-01,cambio_abrupto,-0.5403225806451613,171.0,372.0
92.5,2025-04-01,robust_z,6.595020759326709,113.0,0.0
92.6.2,2025-04-01,cambio_abrupto,-0.5492957746478874,64.0,142.0
92.9,2025-04-01,cambio_abrupto,-0.6887417218543046,47.0,151.0
93.1,2025-04-01,cambio_abrupto,-0.6875,45.0,144.0
93.1,2025-04-01,robust_z,5.995473417569735,45.0,144.0
93.16,2025-04-01,cambio_abrupto,-0.5558823529411765,151.0,340.0
93.3247.3,2025-04-01,cambio_abrupto,-0.6023391812865497,136.0,342.0
93.4.1,2025-04-01,cambio_abrupto,-0.7,114.0,380.0
93.6,2025-04-01,cambio_abrupto,-0.7422680412371134,100.0,388.0
93.9,2025-04-01,cambio_abrupto,-0.8571428571428571,1.0,7.0
95.2623.5,2025-04-01,cambio_abrupto,-0.6666666666666666,5.0,15.0
95.8,2025-04-01,cambio_abrupto,-0.6286919831223629,88.0,237.0
96.3236..20,2025-04-01,cambio_abrupto,-0.625,78.0,208.0
96.7.1,2025-04-01,cambio_abrupto,-0.5492957746478874,128.0,284.0
97.3.2630.3,2025-04-01,cambio_abrupto,-0.5699658703071673,252.0,586.0
97.3234.4,2025-04-01,cambio_abrupto,52.666666666666664,322.0,6.0
97.6958.2.10,2025-04-01,cambio_abrupto,2.6470588235294117,62.0,17.0
97.7,2025-04-01,cambio_abrupto,-0.5212464589235127,169.0,353.0
97.8,2025-04-01,cambio_abrupto,-0.5,104.0,208.0
97.8.1.1,2025-04-01,cambio_abrupto,-0.875,1.0,8.0
98.6943,2025-04-01,cambio_abrupto,-0.588957055214724,134.0,326.0
10.10,2025-05-01,cambio_abrupto,-0.75,1.0,4.0
10.13,2025-05-01,cambio_abrupto,2.5384615384615383,92.0,26.0
10.6.1,2025-05-01,robust_z,-4.001978506227799,50.0,54.0
100.15.2.2498,2025-05-01,cambio_abrupto,-0.9827586206896551,1.0,58.0
100.15.2.2498,2025-05-01,robust_z,-4.346718227738058,1.0,58.0
100.2501,2025-05-01,cambio_abrupto,-0.6666666666666666,1.0,3.0
102.5.3133,2025-05-01,cambio_abrupto,-0.7246376811594203,19.0,69.0
104.9,2025-05-01,cambio_abrupto,-0.6666666666666666,2.0,6.0
105.3080.2,2025-05-01,robust_z,-6.367192769459058,13.0,14.0
105.7.7,2025-05-01,robust_z,12.54552812626467,98.0,95.0
106.3176.8.10,2025-05-01,robust_z,8.768379873195737,7.0,12.0
107.2704.1,2025-05-01,cambio_abrupto,-0.8378378378378378,6.0,37.0
108.2472.1,2025-05-01,cambio_abrupto,-0.6228571428571429,66.0,175.0
108.2706.6,2025-05-01,robust_z,4.173411574261433,125.0,192.0
11...9428,2025-05-01,robust_z,4.098828461434694,169.0,82.0
11.2940.10,2025-05-01,cambio_abrupto,-0.6774193548387096,10.0,31.0
11.2940.8,2025-05-01,cambio_abrupto,-0.6218905472636815,76.0,201.0
110.2529.5.28,2025-05-01,cambio_abrupto,-0.6666666666666666,1.0,3.0
110.2529.5.291,2025-05-01,cambio_abrupto,-1.0,0.0,4.0
110.2529.5.32,2025-05-01,robust_z,11.621994624827487,240.0,247.0
110.2529.5.36,2025-05-01,cambio_abrupto,-0.8888888888888888,2.0,18.0
1100.1.105.1,2025-05-01,cambio_abrupto,-1.0,0.0,1.0
1100.1.118,2025-05-01,cambio_abrupto,2.8627450980392157,197.0,51.0
1100.1.118,2025-05-01,robust_z,17.720711771703275,197.0,51.0
1100.1.128,2025-05-01,cambio_abrupto,-1.0,0.0,330.0
1100.1.130,2025-05-01,cambio_abrupto,-0.515,97.0,200.0
1100.1.130.8,2025-05-01,cambio_abrupto,4.14,257.0,50.0
1100.1.14,2025-05-01,cambio_abrupto,-0.5872193436960277,239.0,579.0
1100.1.18.5,2025-05-01,cambio_abrupto,105.875,1710.0,16.0
1100.1.204,2025-05-01,cambio_abrupto,-0.5476190476190477,19.0,42.0
1100.1.217,2025-05-01,cambio_abrupto,9.35593220338983,611.0,59.0
1100.1.253,2025-05-01,cambio_abrupto,-1.0,0.0,300.0
1100.1.253,2025-05-01,robust_z,-14.188394904704092,0.0,300.0
1100.1.268,2025-05-01,robust_z,-5.422376693831452,281.0,480.0
1100.1.28.6,2025-05-01,cambio_abrupto,-1.0,0.0,279.0
1100.1.280,2025-05-01,cambio_abrupto,-0.8666666666666667,732.0,5490.0
1100.1.280,2025-05-01,robust_z,-4.361180086429646,732.0,5490.0
1100.1.307,2025-05-01,cambio_abrupto,4.1875,83.0,16.0
1100.1.307,2025-05-01,robust_z,7.531813480821979,83.0,16.0
1100.1.319,2025-05-01,cambio_abrupto,3.242857142857143,297.0,70.0
1100.1.328,2025-05-01,cambio_abrupto,-0.9020674646354734,180.0,1838.0
1100.1.329,2025-05-01,cambio_abrupto,-1.0,0.0,1000.0
1100.1.352,2025-05-01,cambio_abrupto,-1.0,0.0,500.0
1100.1.363,2025-05-01,cambio_abrupto,118.5,717.0,6.0
1100.1.377,2025-05-01,cambio_abrupto,6.666666666666667,115.0,15.0
1100.1.377,2025-05-01,robust_z,4.496605063177301,115.0,15.0
1100.1.435.5,2025-05-01,cambio_abrupto,-1.0,0.0,152.0
1100.1.45,2025-05-01,cambio_abrupto,-0.6443298969072165,69.0,194.0
1100.1.470,2025-05-01,cambio_abrupto,-0.7209302325581395,12.0,43.0
1100.1.479,2025-05-01,cambio_abrupto,7.0,160.0,20.0
1100.1.493.7,2025-05-01,cambio_abrupto,-0.7,81.0,270.0
1100.1.5,2025-05-01,robust_z,7.708465822589659,300.0,135.0
1100.1.51,2025-05-01,cambio_abrupto,-0.5,100.0,200.0
1100.1.6138.3,2025-05-01,cambio_abrupto,-1.0,0.0,200.0
1100.1.75,2025-05-01,cambio_abrupto,-0.7647058823529411,40.0,170.0
1100.1.75,2025-05-01,robust_z,-9.105625252934036,40.0,170.0
1100.1.92,2025-05-01,robust_z,-7.194568101083682,150.0,170.0
1100.1.94.4,2025-05-01,cambio_abrupto,-1.0,0.0,1000.0
1100.1.96,2025-05-01,cambio_abrupto,9.4,52.0,5.0
1100.1.96,2025-05-01,robust_z,4.966704683418565,52.0,5.0
1100.1008.9.19,2025-05-01,cambio_abrupto,-1.0,0.0,11.0
1100.1008.9.22,2025-05-01,cambio_abrupto,-1.0,0.0,1.0
1100.1009.15.1,2025-05-01,cambio_abrupto,9.5,21.0,2.0
1100.1009.17,2025-05-01,cambio_abrupto,-1.0,0.0,1.0
1100.1009.7,2025-05-01,cambio_abrupto,-1.0,0.0,10.0
1100.1009.77,2025-05-01,cambio_abrupto,-0.5957446808510638,19.0,47.0
1100.101.1,2025-05-01,cambio_abrupto,-0.5071090047393365,104.0,211.0
1100.1324.7,2025-05-01,robust_z,20.909213543774452,16.0,7.0
1100.138.2,2025-05-01,robust_z,5.395926075812762,400.0,500.0
1100.1417.9,2025-05-01,cambio_abrupto,-0.7142857142857143,2.0,7.0
1100.1418,2025-05-01,cambio_abrupto,-0.7548387096774194,76.0,310.0
1100.1418.2,2025-05-01,cambio_abrupto,15.5625,265.0,16.0
1100.3221.9.9,2025-05-01,cambio_abrupto,-0.6538461538461539,9.0,26.0
1100.3289.1.12,2025-05-01,robust_z,17.604208822339135,139.0,154.0
1100.3290.3.15,2025-05-01,cambio_abrupto,-0.5,9.0,18.0
1100.3290.3.20,2025-05-01,cambio_abrupto,2.730769230769231,194.0,52.0
1100.3290.3.20,2025-05-01,robust_z,261.02792391744237,194.0,52.0
1100.358,2025-05-01,cambio_abrupto,-0.8,80.0,400.0
1100.4317,2025-05-01,cambio_abrupto,-1.0,0.0,1.0
1100.4326,2025-05-01,cambio_abrupto,2.0,6.0,2.0
1100.4327,2025-05-01,cambio_abrupto,-0.8260869565217391,12.0,69.0
1100.4349,2025-05-01,cambio_abrupto,3.0,24.0,6.0
1100.4356.2,2025-05-01,robust_z,9.442870632672333,15.0,0.0
1100.4382,2025-05-01,robust_z,14.389136202167364,134.0,174.0
1100.4405,2025-05-01,cambio_abrupto,-1.0,0.0,3.0
1100.594.1,2025-05-01,cambio_abrupto,-0.5555555555555556,4.0,9.0
1100.6087.1,2025-05-01,cambio_abrupto,-0.7894736842105263,80.0,380.0
1100.6087.2,2025-05-01,cambio_abrupto,-0.52,240.0,500.0
1100.6135.5,2025-05-01,cambio_abrupto,-1.0,0.0,1000.0
